p,0.98740041255950928,0.25962013006210327,0.023424446582794189,-0.018788769841194153
H,-0.26673436164855957,0,0,0
H,0,-0.26673436164855957,0,0
H,0,0,-0.26342427730560303,-0.015813890844583511
H,0,0,0.015813890844583511,-0.26342427730560303
H,0,0,0.24160675704479218,0.014504141174256802
H,0,0,-0.014504141174256802,0.24160675704479218
H,0.23912574350833893,0.012559229508042336,0,0
H,-0.012559229508042336,0.23912574350833893,0,0
H,0.28278934955596924,0,0,0
H,0,0.28278934955596924,0,0
H,0,0,0.28805804252624512,0
H,0,0,0,0.28805804252624512
