6.090250385152197465e-02,1.231580000000000036e-01,6.090250385152197465e-02,1.231580000000000036e-01,6.090250385152197465e-02,1.231580000000000036e-01,6.090250385152197465e-02,1.231580000000000036e-01,6.090250385152197465e-02,1.231580000000000036e-01,6.090250385152197465e-02,1.231580000000000036e-01
6.070875618612354974e-02,1.455275238527892201e-01,6.076450150513922760e-02,1.455203291755899075e-01,6.060042436206045796e-02,1.455414058623868689e-01,6.060206142328198459e-02,1.455411971945196614e-01,6.063053264889847055e-02,1.455375623094262438e-01,6.053276768003790220e-02,1.455499951039485040e-01
6.076567761109390869e-02,1.680470104604848969e-01,6.083013039087632051e-02,1.680310787691881580e-01,6.061104127126198254e-02,1.680823327236715126e-01,6.066154561731836037e-02,1.680743269538417517e-01,6.060692043688689634e-02,1.680794948409284617e-01,6.053584368055836551e-02,1.681008616803733868e-01
6.071705742054943344e-02,1.907400210857665146e-01,6.058907971958440997e-02,1.907478861829305650e-01,6.057811856589766231e-02,1.907969692619501390e-01,6.058932435547379619e-02,1.907877489419915751e-01,6.071670527061549111e-02,1.907692282034746389e-01,6.064328781528071505e-02,1.908025264465050275e-01
6.070350082499779976e-02,2.136005823134487502e-01,6.062705322896615873e-02,2.136208924327123726e-01,6.051343856264766730e-02,2.136931068969414316e-01,6.071280358261941373e-02,2.136443320016074010e-01,6.057810831352990893e-02,2.136553999164284845e-01,6.059264505113015620e-02,2.136849307282937538e-01
6.059796874983371801e-02,2.366522668909712690e-01,6.054074374867556008e-02,2.366837904814431404e-01,6.066503274991371514e-02,2.367269817866278769e-01,6.072474752420992106e-02,2.366685106014445872e-01,6.057876895578834936e-02,2.367093904411863292e-01,6.064254029789283018e-02,2.367256268760697946e-01
6.062907741188796468e-02,2.598656935965268922e-01,6.075877851057772533e-02,2.598641097397424438e-01,6.066426971540053725e-02,2.599347935702777668e-01,6.078197512320465679e-02,2.598474607619704613e-01,6.061760115283258699e-02,2.599263820193914443e-01,6.061949745951343560e-02,2.599439043387400394e-01
6.067555888934544200e-02,2.832399572270529187e-01,6.066896571590074672e-02,2.832432842826301811e-01,6.048399050325750648e-02,2.833630685562485430e-01,6.067015837965029912e-02,2.832267655518780902e-01,6.054029537609594697e-02,2.833380691822249831e-01,6.066991501814190946e-02,2.833208411307801544e-01
6.071289639976461955e-02,3.067769148184458228e-01,6.049811507914384240e-02,3.068432340574498984e-01,6.055102347417785219e-02,3.069451510285879925e-01,6.069538826888574989e-02,3.067684373244472518e-01,6.077740280095305508e-02,3.068541186995962788e-01,6.073092243688078817e-02,3.068537550423278693e-01
6.058124840313853371e-02,3.305297596374977553e-01,6.061895725228641507e-02,3.305797203913173332e-01,6.060510134141217087e-02,3.306890202724249717e-01,6.079945080610905245e-02,3.304511313436652165e-01,6.053286229830182053e-02,3.306253455194742563e-01,6.078928646952040660e-02,3.305423190014438184e-01
6.052996430245247833e-02,3.544751415017515783e-01,6.047646016887572862e-02,3.545446066661193663e-01,6.056082343928764766e-02,3.546269659853223399e-01,6.084445646827978810e-02,3.542927170116917379e-01,6.070945366212694011e-02,3.545098023279558697e-01,6.071923022548882110e-02,3.544284667841451353e-01
6.054718413689409717e-02,3.785936854559603937e-01,6.066271658364691399e-02,3.786203344885752387e-01,6.051596546901921725e-02,3.787601086875633793e-01,6.061018722978431944e-02,3.783940701609330715e-01,6.065209099910552626e-02,3.785956967781870519e-01,6.079371960670046371e-02,3.784612331975409916e-01
6.066018951150367600e-02,4.028507703085910663e-01,6.061846263296483822e-02,4.028966339932112395e-01,6.052623907750285387e-02,4.030709213751407227e-01,6.072764269807535975e-02,4.026236414296152089e-01,6.064691301708824422e-02,4.028610429110008329e-01,6.071885795837408950e-02,4.027002840814499773e-01
6.060918263184143784e-02,4.273119078024613660e-01,6.053385300938231295e-02,4.273881958012230586e-01,6.049603853578614659e-02,4.275783854691720953e-01,6.063604948341115575e-02,4.270725438198546553e-01,6.069029084062247531e-02,4.272889368243797947e-01,6.063666133439964134e-02,4.271502171394391256e-01
