3.224671962539406023e-01,2.738105425500865220e-01,2.908159447768551842e-01,2.757833718133614331e-01,2.806220235820755526e-01,3.164288699029161878e-01
3.228384115207726390e-01,3.084359529593182492e-01,2.847318622598039028e-01,3.113052191928245560e-01,2.772007054203031173e-01,2.761207936408837105e-01
2.851882936798578738e-01,2.695263048811730178e-01,2.909423462918672154e-01,3.117941006471348642e-01,2.738472228179010259e-01,3.021070031533282796e-01
2.872406735674268297e-01,3.112741147022733412e-01,2.851234952030602399e-01,3.221338155871237841e-01,2.885200781551265359e-01,3.081355673145672602e-01
3.064643369779381232e-01,2.663722867270766348e-01,2.512985740500516818e-01,3.114715511994106123e-01,2.973505567848738762e-01,2.706211924134576674e-01
2.941455810962263495e-01,2.447480151330485298e-01,2.617267374174909733e-01,3.338138749859289045e-01,3.302267946102639962e-01,3.090129815742801989e-01
2.926473166598936304e-01,2.607852130096862675e-01,2.481454938220885309e-01,3.065025389105519027e-01,2.851222018205300524e-01,2.988829588985500996e-01
3.514217733175840630e-01,2.990383037773632346e-01,2.763150704919968281e-01,3.153358162215437743e-01,2.684671060428553968e-01,2.667476018120029102e-01
3.569411468168517954e-01,2.622676152662402616e-01,2.621461880454633020e-01,2.757412496771853849e-01,2.796802261502463471e-01,2.531222246448091573e-01
3.429947203824416646e-01,3.095822495809662511e-01,3.105214804654713445e-01,3.083394994734839356e-01,3.092013196005461984e-01,2.958416742693779633e-01
3.482417629810565796e-01,3.010518434547546640e-01,2.945206081697750444e-01,2.855646295426018111e-01,2.965298188403278634e-01,2.813831196554162362e-01
3.290691144580211724e-01,2.850474418986668201e-01,2.826921299153050127e-01,3.061546572579462722e-01,2.955125521570315383e-01,3.007184882719047270e-01
3.311552983850199472e-01,3.151432856845891584e-01,2.755724064421950503e-01,3.110283503808272121e-01,2.800971496505182401e-01,3.148957617937651610e-01
3.115793177833389160e-01,2.595552433253772162e-01,2.392868484841816079e-01,3.044804967254102768e-01,2.786495902396111113e-01,3.199256186176951400e-01
3.274359532591485378e-01,2.886185921709658597e-01,2.795394322892897354e-01,2.965344618870145998e-01,2.606082008029726449e-01,3.073373326659739058e-01
3.165690986866466772e-01,2.549196908170883735e-01,2.509964868009245675e-01,3.034446058734667773e-01,2.963779458165551328e-01,2.909022078074913753e-01
