0.31,0.37,0.070000000000000007
0.40100000000000002,0.41000000000000003,0.13
0.36099999999999999,0.442,0.11
0.36099999999999999,0.40000000000000002,0.12
0.53100000000000003,0.52200000000000002,0.16
0.38,0.40000000000000002,0.11
0.38100000000000001,0.41000000000000003,0.080000000000000002
0.371,0.44999999999999996,0.13100000000000001
0.40100000000000002,0.42999999999999999,0.14999999999999999
0.41099999999999998,0.47999999999999998,0.12
0.35999999999999999,0.45200000000000001,0.14099999999999999
0.51100000000000001,0.54200000000000004,0.14000000000000001
0.36099999999999999,0.51200000000000001,0.111
0.39100000000000001,0.47999999999999998,0.11
0.38100000000000001,0.441,0.121
