p,0.49894443154335022,0.43203642964363098,-0.58315020799636841,-0.089987114071846008
H,0.012891093268990517,0.00072499876841902733,0.19303284585475922,-0.00018541637109592557
H,-0.00072499876841902733,0.012891093268990517,0.00018541637109592557,0.19303284585475922
H,0.0073908595368266106,0,0.18477144837379456,0
H,0,0.0073908595368266106,0,0.18477144837379456
H,0.0095438817515969276,0.00024539307923987508,0.1701730489730835,0
H,-0.00024539307923987508,0.0095438817515969276,0,0.1701730489730835
H,0.010144191794097424,0.00041421304922550917,0.16224834322929382,-1.075460750143975e-05
H,-0.00041421304922550917,0.010144191794097424,1.075460750143975e-05,0.16224834322929382
H,0.158260777592659,0,0,0
H,0,0.158260777592659,0,0
H,0,0,0.21911181509494781,0
H,0,0,0,0.21911181509494781
