p,0.92458295822143555,0.24256178736686707,-0.43142804503440857,-0.01397660281509161
H,0.031719688326120377,-0.70467060804367065,9.2993929001750075e-08,-0.0091581353917717934
H,-0.70467036962509155,-0.031719684600830078,-0.0091581353917717934,-9.3811586054926011e-08
H,0.049242816865444183,-0.58080309629440308,0.00029096563230268657,-0.046512283384799957
H,-0.5808027982711792,-0.049242820590734482,-0.046512261033058167,-0.00029096734942868352
H,7.0564643538106875e-12,0.48491033911705017,-4.2867693395010065e-08,1.7522613404707954e-07
H,0.48491030931472778,1.0864423943823809e-10,1.761278980438874e-07,4.3354919654348123e-08
H,0.0031183934770524502,-0.21815930306911469,9.6260473583242856e-06,0.42882883548736572
H,-0.21815924346446991,-0.0031183937098830938,0.42882883548736572,-9.6263611339963973e-06
H,1.0422008037567139,0,0,0
H,0,1.0422011613845825,0,0
H,0,0,0.39296650886535645,0
H,0,0,0,0.39296638965606689
