3.054791209711192335e-01,-7.222431204958953965e-03,3.071719583982276403e-01,-2.052639418812722549e-03,2.918835469577529818e-01,3.512447032735118574e-03,3.052227940398070660e-01,-2.787138944609253433e-04,2.925622726535109241e-01,-6.992281242088657645e-03,2.974159604846516314e-01,2.535299776972036595e-03,3.028773024016132576e-01,4.552322654165982807e-04,2.988682839765466337e-01,-1.145522556430446370e-02,3.010916957403166894e-01,-1.472365487791649392e-02,3.065526234398516237e-01,-3.366712017558703626e-03,3.051617548017074855e-01,-8.909480637402633282e-03,3.094139604878980432e-01,1.862422426443952062e-03
3.102299154651764201e-01,-4.028578914985446457e-03,3.036474127726144223e-01,-1.081873742233004781e-02,2.913449121239238826e-01,-8.481463461589091452e-03,2.978156498686272968e-01,-6.897093008344018158e-03,2.869606140096868652e-01,-9.480882937312267236e-03,2.962097048576377012e-01,3.259640435778151692e-03,3.068917090869665576e-01,-9.361143541811382807e-03,3.052843754931645615e-01,-1.141452781594471354e-02,2.985467902233618909e-01,-2.508280011130594594e-02,3.101351992789999623e-01,-1.673396922572514128e-02,2.989817292384615577e-01,-2.492446563901808132e-02,3.151896964864696615e-01,-1.023553739135784658e-03
3.135174031226861113e-01,-1.084200268713032128e-02,3.047357601537916127e-01,-1.167599837450047397e-02,2.938696492547038797e-01,-1.328009278120172165e-02,2.988618512233687241e-01,-1.684201270709608303e-02,2.773873530422993894e-01,-1.653524463747631928e-02,2.905665911227438558e-01,-4.468758761764100342e-03,3.137725476814936520e-01,-2.090031324360787368e-02,2.962221397706270021e-01,-2.198047342004787186e-02,2.939170093764694180e-01,-2.797985695069521439e-02,3.109411629413110223e-01,-1.740244636248504395e-02,3.017695107322289627e-01,-3.293057328410300966e-02,3.214496331050076261e-01,-1.401643197305138186e-02
3.063468051232068889e-01,-1.326500312469542156e-02,3.034253656977822233e-01,-2.023710728214894727e-02,2.896342891820373744e-01,-1.663304144965087328e-02,2.957612631802946090e-01,-3.121541973320158397e-02,2.694167661919601997e-01,-1.293248835917664048e-02,2.986488297616607390e-01,-6.308652918958230355e-03,3.086719406458118820e-01,-1.798373389699037955e-02,3.013575483815419398e-01,-2.371228107952964154e-02,2.923446422803313016e-01,-3.859853865910058829e-02,3.025209332571313081e-01,-1.572117670547926171e-02,3.002264250632191156e-01,-4.512929847606642064e-02,3.172884369485596268e-01,-1.898919053608263963e-02
3.077634644389676821e-01,-1.648314783782003565e-02,2.947095099749370561e-01,-2.814732769767294002e-02,2.801339118302821896e-01,-2.264789462597852771e-02,2.917341790322862671e-01,-4.450051156633381966e-02,2.612261757792276873e-01,-1.660830590768316503e-02,2.919345160740193235e-01,-3.844403915958900450e-03,3.099334887618799828e-01,-2.736727630715641429e-02,3.027016125895796717e-01,-3.945752368233015894e-02,3.007438557719781524e-01,-4.506257116480469338e-02,3.078612142680274277e-01,-3.024372530470340048e-02,2.990570057104610102e-01,-5.162882279621681947e-02,3.256651822373375915e-01,-2.406502196447272632e-02
3.139596399660984360e-01,-1.482972905663850795e-02,2.869515452009558376e-01,-3.316793769627262439e-02,2.718524687604714773e-01,-2.494655994365247223e-02,2.864688444777397369e-01,-4.751455572390397147e-02,2.654339019468116567e-01,-1.652246299986553923e-02,2.840124469148180841e-01,-1.403700795606329862e-03,3.039904230536344953e-01,-4.304083308354225701e-02,3.030095115037627629e-01,-4.837457293108815559e-02,3.064383992113303146e-01,-4.523123814599409181e-02,3.035991176183876483e-01,-2.757790141221668628e-02,2.938427860173390416e-01,-5.764949909466952904e-02,3.203031836094001883e-01,-2.207406600988656709e-02
3.214788952025361413e-01,-1.336759723666287696e-02,2.866653536547593695e-01,-4.281997334743088690e-02,2.767937862038181707e-01,-2.730549192531474267e-02,2.829917079407358593e-01,-6.173917298864859543e-02,2.700392449137948847e-01,-2.666518419513918062e-02,2.927206359095815280e-01,-1.227346259445872764e-02,2.955847650401933202e-01,-4.283185436633986376e-02,2.951077063776308962e-01,-6.119645178219785403e-02,3.075214302788273346e-01,-4.420290405622984836e-02,2.969762529044347454e-01,-3.765061519166416210e-02,2.982378928002691887e-01,-5.447498424292998576e-02,3.198765260132492849e-01,-3.579345874368183855e-02
3.250967919706606035e-01,-1.830714745668598695e-02,2.798044672210119321e-01,-4.276025716540605287e-02,2.805558189576279338e-01,-2.824732597885514992e-02,2.743780795121091853e-01,-7.539744013217802854e-02,2.780571922500222337e-01,-3.427653717994076643e-02,2.884941404933111242e-01,-1.846578611870434983e-02,2.979854122081381784e-01,-3.994714267493219839e-02,2.896127018796280650e-01,-5.903648206910239171e-02,2.971345620254278730e-01,-4.959251200143924287e-02,2.989027428342231341e-01,-5.173502554263627318e-02,2.899551850566888245e-01,-6.243411600706988418e-02,3.284852950812392480e-01,-4.054722275561666034e-02
3.313192213191816227e-01,-1.904562377559413516e-02,2.736020769170324773e-01,-4.801021128973219365e-02,2.821111888520510536e-01,-2.671878385104511228e-02,2.749322738562401391e-01,-8.318148364257589578e-02,2.748553423745670465e-01,-4.156629281566594919e-02,2.911634452825365149e-01,-1.702223316703670858e-02,2.962644069961655191e-01,-5.125912383348494444e-02,2.831652194981976178e-01,-6.032523406421876067e-02,3.024740870538772941e-01,-6.379710765452736854e-02,2.891992194624739554e-01,-5.621202583023970217e-02,2.816299676204013780e-01,-6.214993846771217634e-02,3.238810441046084398e-01,-5.457078519047448700e-02
3.220462170269549618e-01,-3.237997362040663518e-02,2.637095113437813443e-01,-5.194848031559897578e-02,2.851911037110202440e-01,-3.470082510561736666e-02,2.696284661224296331e-01,-8.919765425189542241e-02,2.815241153629459148e-01,-4.033179127741425701e-02,2.816925018594516605e-01,-2.935137425189467478e-02,2.899741219415837290e-01,-6.258894042453323758e-02,2.833833678517687082e-01,-6.807478751289200436e-02,2.921832272993385993e-01,-7.287057255114327836e-02,2.885500379202218801e-01,-7.036895187558406262e-02,2.870561399268183322e-01,-7.715124407317452970e-02,3.312864657811601665e-01,-6.949172708563783329e-02
3.269785446461094258e-01,-4.641112404654334361e-02,2.633919024564220779e-01,-5.724508157983573126e-02,2.916485300913590484e-01,-4.144073185303479706e-02,2.655463029593987945e-01,-9.243320409091278222e-02,2.760467458874145130e-01,-5.347571472260941039e-02,2.806630198548886734e-01,-3.685550226894933334e-02,2.833737419436705429e-01,-7.151166823449400800e-02,2.793497210980357970e-01,-7.767801668462726017e-02,2.883150974428543289e-01,-7.554499952571655519e-02,2.830801883741358993e-01,-6.767673443886171314e-02,2.938400754361183975e-01,-8.379478517674743276e-02,3.264638553395411980e-01,-7.595715085796141131e-02
3.307481854113843434e-01,-5.929829704983689137e-02,2.661429634011953649e-01,-5.563288449021506349e-02,2.834617722003292539e-01,-4.534379314065062339e-02,2.555995538421791946e-01,-9.388053724729035487e-02,2.666670959694327214e-01,-5.067894350481091936e-02,2.726740684102657575e-01,-3.356468194429529373e-02,2.879611921006826059e-01,-7.583839158951316550e-02,2.834486428569342187e-01,-7.792265544381295206e-02,2.957247387086865964e-01,-8.681195689488047096e-02,2.835281715925248580e-01,-8.191938746213373035e-02,2.944874937330658748e-01,-9.683637492420169024e-02,3.262437245518308160e-01,-8.161282069746844670e-02
3.381869441841896529e-01,-7.401018985225038538e-02,2.573723770293933066e-01,-6.953317782308671147e-02,2.857121620383267779e-01,-5.301964674184865556e-02,2.592083714200702493e-01,-9.623094802134278536e-02,2.623262722659012725e-01,-4.842661581400497378e-02,2.772534177127928823e-01,-4.384673721763522602e-02,2.837282646243334261e-01,-8.588501347769898764e-02,2.750424227205579553e-01,-9.119246904631685136e-02,3.027110488383038533e-01,-9.462660343058293400e-02,2.795561802988303923e-01,-8.357575309826628662e-02,2.936106275396397902e-01,-9.469003571515986761e-02,3.302174980160693107e-01,-8.916096657800301473e-02
