1.235614583746991180e-02,1.222431204958953840e-03,-7.171958398227651355e-03,-3.947360581187277576e-03,-1.314350600082092591e-02,-9.512447032735118699e-03,-5.222794039807077127e-03,-5.721286105539074782e-03,-1.585291986586079283e-04,9.922812420886575197e-04,2.584039515348357519e-03,-8.535299776972036720e-03,-2.255210916347571981e-02,-6.455232265416598406e-03,1.131716023453355202e-03,5.455225564304463579e-03,-1.687868512643520003e-02,8.723654877916493799e-03,-6.552623439851634757e-03,-2.633287982441296499e-03,7.821765853187334638e-03,2.909480637402633157e-03,-9.413960487898054286e-03,-7.862422426443952186e-03,4.286293700689006864e-02
1.090091572165247102e-02,-8.406948030475803330e-03,-3.767412772614442407e-03,-1.228367269904429709e-03,8.334150084953861892e-03,-3.095088030962644954e-03,2.064350131372683084e-03,-5.175443207244197555e-03,-2.267519280913510293e-04,-2.395895421133536346e-03,3.670295142362278717e-03,-1.533059149908516314e-02,-4.716829883211481889e-03,-2.250238763157372257e-03,-5.404375493164581545e-03,-6.646139802032689087e-04,-1.952029180145836706e-02,1.338599117549985756e-02,-1.025519927899998240e-02,4.687485756993917119e-03,-1.246919639468052621e-02,1.259553020145206745e-02,-1.530969648646968162e-02,-1.098930747340073205e-02,4.453304835062555506e-02
-1.797915706228803145e-02,-8.147867449206511875e-03,-5.096702247636308858e-03,-6.435366284242237042e-03,-1.567007566656708484e-02,-4.373933198965677255e-03,7.766980523195021746e-04,-1.329365600241244616e-03,1.207274355646331676e-02,-1.137121194723530321e-03,9.071989855990003626e-03,-1.369852703547567302e-02,-5.090256603567600013e-03,3.156434388459018053e-03,3.416277393450017907e-03,3.797229893055434347e-03,-1.875807998952538913e-02,1.065793589222479090e-02,-1.130209261068565452e-02,-7.635634120195800012e-04,-4.520408905080430806e-03,1.480758724287953298e-02,-2.180989032925839677e-02,-4.073606423105967378e-03,5.028699149165083426e-02
-1.694835865202581893e-02,-1.176607954960621691e-02,-4.148535084801785455e-03,-4.024460925058655214e-03,1.162116455164063922e-02,-6.672399083001521319e-03,3.513858529246849383e-03,6.887333870223149440e-03,1.671230226050202106e-02,-1.063825565761466856e-02,6.264055011283020669e-04,-1.798482861056900639e-02,9.177162075391931406e-03,-6.080303625116453836e-03,-2.082796088004768009e-03,-6.115719572596448050e-04,-8.015924268993057655e-03,1.569431515191901938e-02,-3.245183121996009223e-03,-8.596764589240628307e-03,4.403230247249700913e-03,2.093393746498083130e-02,-1.801049494073353463e-02,-5.231861595916799390e-03,5.239314951189278508e-02
-6.618044974450065787e-03,-1.449962342970217283e-02,4.082089273899247583e-03,-2.284385214930857722e-03,-3.867333329091116045e-03,-6.856136806973191916e-03,7.054380959995609768e-03,1.399856453758819425e-02,-2.465359158265734152e-05,-1.283185534517453444e-02,6.854849558179165747e-03,-2.660609557550521614e-02,3.041513236836212997e-03,-3.263954644745145628e-03,-3.913337356778290310e-03,8.974641692130067017e-03,-7.503933702925180693e-03,1.633324571186985791e-02,-9.071822958786501800e-03,-2.464431691231137866e-04,-1.880657973293292651e-02,2.115456265872530522e-02,-2.687166127215151468e-02,-6.322529895634091540e-03,5.989662448207192652e-02
-1.815146718275983950e-02,-2.240604022483247415e-02,1.123141978962838294e-02,-3.481497430127405979e-03,-1.826408877746160675e-02,-1.025577356652667901e-02,1.170967657396720929e-02,1.075449729362284307e-02,-4.156371561990668262e-03,-1.828600637459264211e-02,1.416790872755113728e-02,-3.526784444406473595e-02,2.336602260404890830e-02,5.900683334869365193e-03,-4.830893910765410304e-03,1.170247149006124060e-02,1.269257709469390205e-02,1.043814086801767710e-02,-5.419529678623247193e-03,-9.134288567353460175e-03,6.477037088399528741e-03,2.138266607742202868e-02,-2.211741368141623143e-02,-1.452694446703128861e-02,7.603176524016426463e-02
-2.831759228131769390e-02,-3.005140348958404428e-02,1.078462263329682536e-02,-1.072170235690422802e-04,-1.839955180199942530e-02,-1.314293305612439927e-02,1.445161194236543878e-02,1.866611935909289616e-02,-1.843779646369902991e-02,-1.355448986083674853e-02,4.726288827994251651e-03,-3.063670467127772509e-02,1.647521712105426417e-02,-1.179059237681197303e-03,2.337469186545926281e-03,1.834361564003831463e-02,-1.301819379700824841e-02,2.735286633873831863e-03,4.690912357382392983e-04,-5.269659483240381193e-03,6.588643150943762627e-04,1.193351363559699840e-02,-2.242277629480365908e-02,-7.038283801015607355e-03,7.674209038294772800e-02
9.236327366724861321e-03,-3.128399754931537879e-02,1.678696525962425357e-02,-6.472310293090983990e-03,6.520695907594242779e-03,-1.759286111537737216e-02,2.220377929840100517e-02,2.597653097474299927e-02,-9.142619843812482827e-03,-1.118486758860673391e-02,8.094580898949932379e-03,-3.073746169462332478e-02,1.594565737984071641e-02,-1.065199897867938339e-02,6.975416961705560581e-03,9.933923362636626342e-03,-2.163708295665967007e-02,1.937745563813444982e-03,-2.315804187548231585e-03,2.551369628135249923e-03,-1.444425833140106086e-02,1.360188906411039650e-02,-3.188818021368755584e-02,-8.548780576631373473e-03,8.129547764748105976e-02
1.865663454690286160e-02,-3.766004462467929803e-02,2.200470421443379010e-02,-7.485172064376974244e-03,-1.323969900925509036e-02,-2.518041218433516443e-02,2.066116677112134203e-02,2.743117422656626142e-02,-1.118721755522394945e-02,-9.555452854691788567e-03,4.441211153457969019e-03,-3.848212159918829728e-02,-1.018943407663941425e-02,-6.018224181176382026e-03,1.244084816900670187e-02,4.928899083258629632e-03,-2.439826691490010191e-02,1.032226914331616646e-02,6.404046065910939944e-03,6.956074789577423867e-04,-2.258494832953000797e-02,7.488650752682228517e-03,-2.826584930370168447e-02,-7.987269056354898145e-04,9.187234035520566722e-02
2.229157192021097300e-02,-3.183202309190556745e-02,3.078736212060273481e-02,-9.836572956012416824e-03,1.251864504633004582e-02,-2.290752193002305870e-02,2.484996831661168137e-02,2.706979596273617616e-02,1.541533339905820643e-02,-1.637999677728071285e-02,1.280206748121831550e-02,-3.251177399395320522e-02,1.161316200153716949e-02,-8.115649376424644013e-04,1.111477311581643423e-02,6.334824716600385985e-03,7.814788530565996982e-03,1.347455665407693709e-02,5.942899241137389321e-03,8.481059945573445058e-03,-1.985092906608920682e-03,1.697423816157705989e-02,-3.677866122217560152e-02,7.823454681790298348e-03,9.310444564507053267e-02
