4.994607978834553208e-03,1.232756248486112545e-03,1.251897090226866682e-02,-3.980609493361554271e-03,-4.345848389831208358e-04,-9.486210227617449323e-03,-1.347399594283316127e-02,-5.717778707890453470e-03,4.336832932373024807e-03,9.693801453033662821e-04,-1.874135827857958958e-02,-8.520767361111774435e-03,3.077408152980884437e-02
7.570632468920590608e-03,-1.053467467604679575e-03,1.892191241498147880e-02,-8.349677579886326251e-04,-1.025462942701815816e-02,-1.740402745917090863e-02,-1.273824098092218859e-02,9.355129383577485969e-04,1.171196186049272558e-03,9.800567454864008918e-03,-1.570452781915493423e-02,-1.202099543027528722e-02,3.843065342423512831e-02
1.240180836079679549e-02,-8.244935845467156466e-04,-4.655681763280627994e-03,-5.578837248141231206e-03,-1.478993592338145868e-02,-2.415914319698280258e-02,-2.478575414805134214e-02,4.719023879040416120e-03,8.911224693671393471e-03,4.177152658992506346e-03,1.198254574795998284e-03,-7.048443248334167188e-03,4.235879523579915568e-02
5.342777620002625572e-03,-6.821670711484401073e-03,-8.772343399390258867e-03,-7.081896012365026388e-03,-2.047904279230250424e-02,-1.676688137674995499e-02,-1.300408351043341737e-02,6.383251017934722660e-03,-7.671068377076983857e-03,-1.850875027755809893e-03,-4.017031534828796602e-03,-8.289566260535485495e-03,3.549202431094249099e-02
-2.077041604947071907e-02,-2.789005188147907627e-03,-1.740139545716812286e-02,-3.611603810871687192e-03,4.563493562057374664e-03,-1.844054609907308864e-02,-5.700957670793593834e-03,1.500929337630723531e-03,-1.756557453500218191e-02,-2.311488780100783014e-04,-3.006368152750460432e-03,-1.172122580634128719e-03,3.833652122033541498e-02
-1.396795795626581960e-02,-6.326457694014832323e-03,1.450925935466029770e-02,1.178227363403595851e-03,1.408428968814534610e-02,-2.090726620654245055e-02,8.130734736816802588e-03,1.061071202602033997e-02,-5.135966182532814006e-03,-8.773995406244336492e-03,-1.288846834185591872e-02,-5.242500798749841207e-03,3.947365414189713678e-02
1.665682109114607901e-03,-1.358681864046802634e-02,1.093066356506666725e-02,6.511516418598775613e-03,-1.195028341437975872e-02,-2.498009041797592117e-02,1.006432805429946509e-03,2.427614788264011170e-03,-2.227146076095470884e-02,-1.393912088217550901e-02,-3.793267567678226815e-03,-7.020001382009491420e-03,4.332392127756106576e-02
1.326118955148902767e-02,-6.010895270380359201e-03,-1.170221693452078160e-02,2.414489666086018504e-03,-2.327025054442877217e-03,-3.314700920265113704e-02,-5.590900170037715888e-04,5.452186885407835082e-03,1.094901000412584757e-02,-1.546962051550325457e-03,-9.559298706650065647e-04,-5.814104436953203281e-03,4.057007966406040583e-02
-5.154578632504347446e-03,-2.958940998110309861e-03,4.255658295082564990e-03,3.140205331688600277e-03,9.036129982351093215e-03,-2.304860747532555543e-02,9.240759151071697985e-03,-1.304064359480779089e-03,-1.114627288890918111e-02,-4.875440832766739230e-03,1.951446165592790605e-02,-8.403601370307926810e-03,3.691507479674885350e-02
-1.410609090168551960e-02,5.285246401038931618e-03,-1.826900821893606697e-02,3.989716292193176694e-03,-2.158030267667254698e-03,-2.988854038797595508e-02,2.457155415279782540e-02,-9.666941456431599189e-03,1.445708298023939964e-02,-3.271205241561228605e-03,1.762900262727784551e-02,-1.810825740116214083e-02,5.504708757942697317e-02
-2.235639693161933783e-02,-2.320192459773023907e-03,8.564469619379289078e-03,1.056411974015554478e-02,-1.707188581782387304e-02,-3.410212319765333622e-02,-5.667406007257014267e-03,-5.127609003632530027e-03,6.976206636575277287e-03,9.566963509493042750e-04,1.833765105777956927e-02,-1.251686527853065889e-02,5.239735288286972298e-02
3.571574350659467711e-03,3.738993818958424864e-03,4.386350409496142522e-03,1.086940618892820454e-03,-1.791423931845276263e-02,-2.687089140618419830e-02,1.409139420871674542e-02,1.287808254604047575e-03,1.331501954735775373e-02,-2.824203512424239282e-03,1.757084156839122668e-02,-1.384235374574496746e-02,4.445176538431473701e-02
8.882165053242463415e-03,1.099386218905927526e-02,-1.800929611029750133e-02,1.548334114710947507e-03,-1.950654127755918621e-02,-2.697335675292076435e-02,-3.349691413672695184e-04,-9.323069830462799024e-03,2.492787579837069112e-02,-1.080505947979359949e-02,1.179306159452975233e-02,-1.699549204705730343e-02,5.373695435342300264e-02
